date,long_return,n_long,short_return,total_return,tc_base,tc_stress
2017-05-31,0.046990236901696916,50.0,-0.014113103352038525,0.03287713354965839,0.00016,0.00047999999999999996
2017-06-30,-0.0001230087817616725,50.0,-0.006374886904573662,-0.006497895686335335,0.00016,0.00047999999999999996
2017-07-31,0.019929911917140372,50.0,-0.020554479945296134,-0.0006245680281557614,0.00014000000000000001,0.00042
2017-08-31,0.01199384043425704,50.0,-0.0029176124158938332,0.009076228018363207,0.00016,0.00047999999999999996
2017-09-30,0.05156879515792203,50.0,-0.020149270681053544,0.031419524476868486,0.00017999999999999998,0.0005399999999999999
2017-10-31,0.06695695255824036,50.0,-0.023564059898089074,0.04339289266015128,0.00016,0.00047999999999999996
2017-11-30,0.021427305485890558,50.0,-0.030565809571223346,-0.009138504085332788,0.00017999999999999998,0.0005399999999999999
2017-12-31,-0.004003374605190132,50.0,-0.012128245968494822,-0.016131620573684953,0.00023999999999999998,0.0007199999999999999
2018-01-31,0.07821224973168879,50.0,-0.056359162477740865,0.021853087253947925,0.00016,0.00047999999999999996
2018-02-28,-0.024661352787748676,50.0,0.036360521214537145,0.011699168426788469,0.00016,0.00047999999999999996
2018-03-31,-0.005718649963535354,50.0,0.027410444453591754,0.0216917944900564,0.00032,0.0009599999999999999
2018-04-30,0.015587367921824361,50.0,-0.005168124479083103,0.010419243442741258,0.00022,0.00066
2018-05-31,0.08198228406233483,50.0,-0.024308950095047077,0.05767333396728776,0.00026000000000000003,0.0007800000000000001
2018-06-30,-0.003981080520380403,50.0,-0.005751030106107224,-0.009732110626487628,0.00022,0.00066
2018-07-31,0.024478910629060054,50.0,-0.03704621571473443,-0.012567305085674378,0.00016,0.00047999999999999996
2018-08-31,0.0801756621099057,50.0,-0.03192029857544143,0.048255363534464274,0.00011999999999999999,0.00035999999999999997
2018-09-30,-0.003744813651353015,50.0,-0.00594550527853821,-0.009690318929891225,0.00016,0.00047999999999999996
2018-10-31,-0.11162279415979849,50.0,0.0691044769618192,-0.042518317197979286,0.00017999999999999998,0.0005399999999999999
2018-11-30,0.0010893329042118447,50.0,-0.018549591155017087,-0.01746025825080524,0.0002,0.0006
2018-12-31,-0.08665331430231475,50.0,0.08804869881427757,0.0013953845119628189,0.00026000000000000003,0.0007800000000000001
2019-01-31,0.10478609533232032,50.0,-0.08006554456777382,0.024720550764546503,0.00017999999999999998,0.0005399999999999999
2019-02-28,0.061969722862556094,50.0,-0.03241566259630724,0.029554060266248856,0.00026000000000000003,0.0007800000000000001
2019-03-31,0.03072754087623559,50.0,-0.0181009394816094,0.012626601394626187,0.0003,0.0009
2019-04-30,0.03592714362943381,50.0,-0.04085235970502521,-0.004925216075591397,0.00026000000000000003,0.0007800000000000001
2019-05-31,-0.05367812266585137,50.0,0.06377145281371877,0.010093330147867396,0.0002,0.0006
2019-06-30,0.07659296042542005,50.0,-0.06958691218372604,0.007006048241694013,0.00032,0.0009599999999999999
2019-07-31,0.023851373046200008,50.0,-0.015119193336191383,0.008732179710008624,0.0002,0.0006
2019-08-31,-0.004863886325643668,50.0,0.016743503218566103,0.011879616892922435,0.00017999999999999998,0.0005399999999999999
2019-09-30,-0.011281443367619421,50.0,-0.019457988637978874,-0.030739432005598297,0.00026000000000000003,0.0007800000000000001
2019-10-31,0.017270374176369296,50.0,-0.022104757165193112,-0.004834382988823816,0.00022,0.00066
2019-11-30,0.027225795632338127,50.0,-0.03619806429143879,-0.008972268659100665,0.00017999999999999998,0.0005399999999999999
2019-12-31,0.023140500821600192,50.0,-0.029055459992822996,-0.005914959171222804,0.0003,0.0009
2020-01-31,0.026051452237687834,50.0,0.0004035983542732824,0.026455050591961116,0.0003,0.0009
2020-02-29,-0.06561114619769118,50.0,0.07916596821495459,0.013554822017263407,0.00023999999999999998,0.0007199999999999999
2020-03-31,-0.14798092379351946,50.0,0.12487127590600566,-0.023109647887513796,0.00026000000000000003,0.0007800000000000001
2020-04-30,0.16129008506716117,50.0,-0.12698333781778137,0.03430674724937979,0.00023999999999999998,0.0007199999999999999
2020-05-31,0.08803783469811492,50.0,-0.04764512727276471,0.04039270742535021,0.0003,0.0009
2020-06-30,0.025249023777832804,50.0,-0.017734754109305584,0.00751426966852722,0.00028000000000000003,0.00084
2020-07-31,0.0973609852666973,50.0,-0.05889228253391887,0.03846870273277843,0.00016,0.00047999999999999996
2020-08-31,0.056689778393261635,50.0,-0.06979659102182278,-0.01310681262856115,0.00022,0.00066
2020-09-30,-0.049098193795005754,50.0,0.037443294044708475,-0.011654899750297279,0.00022,0.00066
2020-10-31,-0.031998488962055704,50.0,0.024933916833269287,-0.007064572128786417,0.00016,0.00047999999999999996
2020-11-30,0.13234297870882322,50.0,-0.10877668211112046,0.023566296597702763,0.00011999999999999999,0.00035999999999999997
2020-12-31,0.02949107914300445,50.0,-0.03704873981855483,-0.007557660675550384,0.00022,0.00066
2021-01-31,0.018562037295328054,50.0,0.010190744481902159,0.028752781777230212,0.00014000000000000001,0.00042
2021-02-28,0.04273076595858788,50.0,-0.02780556804075074,0.01492519791783714,0.00011999999999999999,0.00035999999999999997
2021-03-31,0.017048338894642415,50.0,-0.045399390372393045,-0.02835105147775063,0.00016,0.00047999999999999996
2021-04-30,0.05397513850582913,50.0,-0.05291031463409035,0.0010648238717387778,0.00035999999999999997,0.0010799999999999998
2021-05-31,0.005205340842002705,50.0,-0.006566253466153471,-0.0013609126241507664,0.00023999999999999998,0.0007199999999999999
2021-06-30,0.032120170142800775,50.0,-0.022427383984500615,0.00969278615830016,0.00022,0.00066
2021-07-31,0.02105231987265213,50.0,-0.024412465721730392,-0.003360145849078261,0.00022,0.00066
2021-08-31,0.031438436862842166,50.0,-0.02975981768808511,0.0016786191747570553,0.00017999999999999998,0.0005399999999999999
2021-09-30,-0.04922998221544867,50.0,0.04660537847017998,-0.00262460374526869,0.00028000000000000003,0.00084
2021-10-31,0.07381518158471281,50.0,-0.07016351654490038,0.0036516650398124295,0.0002,0.0006
2021-11-30,-0.008229017938555868,50.0,0.008034769572340394,-0.0001942483662154739,0.00023999999999999998,0.0007199999999999999
2021-12-31,0.041544751491825335,50.0,-0.046247668575371215,-0.0047029170835458795,0.00035999999999999997,0.0010799999999999998
2022-01-31,-0.0752622894624491,50.0,0.05274126787683453,-0.022521021585614573,0.00026000000000000003,0.0007800000000000001
2022-02-28,-0.009291320758300577,50.0,0.029516994504643512,0.020225673746342935,0.00023999999999999998,0.0007199999999999999
2022-03-31,0.032496540392811434,50.0,-0.03759025978904451,-0.005093719396233078,0.00034,0.00102
2022-04-30,-0.09280115619883769,50.0,0.08776879834478524,-0.005032357854052455,0.0003,0.0009
2022-05-31,0.011800840750030451,50.0,-0.00225712677897949,0.00954371397105096,0.0003,0.0009
2022-06-30,-0.09587690413441848,50.0,0.08246033286977761,-0.013416571264640867,0.0003,0.0009
2022-07-31,0.10564206300625846,50.0,-0.09208723786209005,0.013554825144168406,0.00022,0.00066
2022-08-31,-0.011806304134229059,50.0,0.040801916701071805,0.028995612566842747,0.0002,0.0006
2022-09-30,-0.08402423129220823,50.0,0.09244597599604887,0.008421744703840633,0.00023999999999999998,0.0007199999999999999
2022-10-31,0.13332486096240007,50.0,-0.08127567981849415,0.052049181143905915,0.00011999999999999999,0.00035999999999999997
2022-11-30,0.07084249220258426,50.0,-0.055591414793358496,0.015251077409225766,0.0002,0.0006
2022-12-31,-0.055162065413691785,50.0,0.057628111563220674,0.002466046149528889,0.00026000000000000003,0.0007800000000000001
2023-01-31,0.06251124973427552,50.0,-0.0628873637588343,-0.0003761140245587824,0.00016,0.00047999999999999996
2023-02-28,-0.015939755558452676,50.0,0.02514273532748501,0.009202979769032334,0.00023999999999999998,0.0007199999999999999
2023-03-31,0.029543996629881445,50.0,-0.03707794301226963,-0.007533946382388187,0.00026000000000000003,0.0007800000000000001
2023-04-30,0.00461310395915608,50.0,-0.015974846528437947,-0.011361742569281866,0.0002,0.0006
2023-05-31,0.017304976166419038,50.0,-0.004616309537107233,0.012688666629311805,0.00026000000000000003,0.0007800000000000001
2023-06-30,0.08246650424146032,50.0,-0.0647995598057074,0.017666944435752924,0.0002,0.0006
2023-07-31,0.041125839231301836,50.0,-0.03273332711323951,0.008392512118062329,0.00023999999999999998,0.0007199999999999999
2023-08-31,0.011145236078552166,50.0,0.01625193827527993,0.0273971743538321,0.00017999999999999998,0.0005399999999999999
2023-09-30,-0.04477803529252846,50.0,0.04743458584329008,0.0026565505507616174,0.0002,0.0006
2023-10-31,-0.028076391587912985,50.0,0.021708561855558473,-0.006367829732354512,0.00016,0.00047999999999999996
2023-11-30,0.10322859450444086,50.0,-0.0913438804303972,0.01188471407404365,0.00022,0.00066
2023-12-31,0.07407169752252576,50.0,-0.04565535005136945,0.028416347471156317,0.00017999999999999998,0.0005399999999999999
2024-01-31,0.040711634133882006,50.0,-0.015926497614663804,0.024785136519218202,0.00014000000000000001,0.00042
2024-02-29,0.13631277339098377,50.0,-0.052186758404574984,0.08412601498640879,0.00016,0.00047999999999999996
2024-03-31,0.06826130988299749,50.0,-0.03270192659719262,0.035559383285804866,0.00017999999999999998,0.0005399999999999999
2024-04-30,-0.04640299773540961,50.0,0.04031965369912971,-0.0060833440362799,0.00026000000000000003,0.0007800000000000001
2024-05-31,0.040629354573146634,50.0,-0.05057984845630625,-0.00995049388315962,0.00016,0.00047999999999999996
2024-06-30,0.01572709775179022,50.0,-0.03528001000575576,-0.019552912253965538,0.00022,0.00066
2024-07-31,0.0025720733808260398,50.0,-0.01210914745285474,-0.0095370740720287,0.0001,0.0003
2024-08-31,0.029995786924260123,50.0,-0.02336554813761582,0.006630238786644302,0.00017999999999999998,0.0005399999999999999
2024-09-30,0.05031743806569143,50.0,-0.021004535213326125,0.029312902852365305,0.00026000000000000003,0.0007800000000000001
2024-10-31,0.0067741092146032566,50.0,0.008923349631861921,0.015697458846465177,0.00016,0.00047999999999999996
2024-11-30,0.13077025626712094,50.0,-0.05963336231606009,0.07113689395106085,0.00022,0.00066
2024-12-31,-0.05540950110061994,50.0,0.02406010820160942,-0.03134939289901052,0.0003,0.0009
2025-01-31,0.06396163670026916,50.0,-0.026856430400189923,0.03710520630007924,0.00017999999999999998,0.0005399999999999999
2025-02-28,-0.015663828801301957,50.0,0.012694832821118496,-0.0029689959801834608,0.0002,0.0006
2025-03-31,-0.07159663479251115,50.0,0.05571931854679624,-0.01587731624571491,0.00032,0.0009599999999999999
2025-04-30,0.013408951168306494,50.0,0.008670180855191778,0.022079132023498274,0.00028000000000000003,0.00084
2025-05-31,0.07909693727204568,50.0,-0.06284509736034405,0.016251839911701635,0.00023999999999999998,0.0007199999999999999
2025-06-30,0.04813215194149696,50.0,-0.05138605630198745,-0.0032539043604904866,0.00026000000000000003,0.0007800000000000001
2025-07-31,0.02708325328345869,50.0,-0.02303154344336633,0.004051709840092357,0.0002,0.0006
2025-08-31,0.0277523794789284,50.0,-0.020519537835420598,0.007232841643507803,0.00028000000000000003,0.00084
2025-09-30,0.07507183493115605,50.0,-0.035620412937162005,0.03945142199399404,0.00023999999999999998,0.0007199999999999999
2025-10-31,0.0006115698434866707,50.0,-0.023837414102428234,-0.02322584425894156,0.0002,0.0006
2025-11-30,0.031628497022979,50.0,-0.0019499438514807288,0.02967855317149827,0.00026000000000000003,0.0007800000000000001
2025-12-31,0.016949188839973744,50.0,-0.0007975195784812872,0.016151669261492457,0.00034,0.00102
2026-01-31,0.059168882977518704,50.0,-0.0147377327962257,0.044431150181293004,0.00026000000000000003,0.0007800000000000001
2026-02-28,0.0247356416131786,50.0,0.008641951723092456,0.03337759333627106,0.00022,0.00066
2026-03-31,-0.037862346916976326,50.0,0.04937954609873141,0.011517199181755082,0.0003,0.0009
2026-04-30,0.12554322581622473,50.0,-0.10608295258705835,0.01946027322916638,0.00022,0.00066
