Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2022-04-01,4545.85986328125,4548.7001953125,4507.56982421875,4540.31982421875,4562940000
2022-04-04,4582.64013671875,4583.5,4539.2099609375,4547.97021484375,4547350000
2022-04-05,4525.1201171875,4593.4501953125,4514.169921875,4572.4501953125,4800620000
2022-04-06,4481.14990234375,4503.93994140625,4450.0400390625,4494.169921875,4986830000
2022-04-07,4500.2099609375,4521.16015625,4450.2998046875,4474.64990234375,4821490000
2022-04-08,4488.27978515625,4520.41015625,4474.60009765625,4494.14990234375,4083200000
2022-04-11,4412.52978515625,4464.35009765625,4408.3798828125,4462.64013671875,4266290000
2022-04-12,4397.4501953125,4471.0,4381.33984375,4437.58984375,4152090000
2022-04-13,4446.58984375,4453.919921875,4392.7001953125,4394.2998046875,3828150000
2022-04-14,4392.58984375,4460.4599609375,4390.77001953125,4449.1201171875,4083090000
2022-04-18,4391.68994140625,4410.31005859375,4370.2998046875,4385.6298828125,3910490000
2022-04-19,4462.2099609375,4471.02978515625,4390.6298828125,4390.6298828125,4108120000
2022-04-20,4459.4501953125,4488.2900390625,4448.759765625,4472.259765625,4290450000
2022-04-21,4393.66015625,4512.93994140625,4384.47021484375,4489.169921875,4636890000
2022-04-22,4271.77978515625,4385.830078125,4267.6201171875,4385.830078125,4651940000
2022-04-25,4296.1201171875,4299.02001953125,4200.81982421875,4255.33984375,5240040000
2022-04-26,4175.2001953125,4278.14013671875,4175.0400390625,4278.14013671875,4689970000
2022-04-27,4183.9599609375,4240.7099609375,4162.89990234375,4186.52001953125,4769680000
2022-04-28,4287.5,4308.4501953125,4188.6298828125,4222.580078125,4854180000
2022-04-29,4131.93017578125,4269.68017578125,4124.27978515625,4253.75,5084030000
2022-05-02,4155.3798828125,4169.81005859375,4062.510009765625,4130.60986328125,5163790000
2022-05-03,4175.47998046875,4200.10009765625,4147.080078125,4159.77978515625,4582050000
2022-05-04,4300.169921875,4307.66015625,4148.91015625,4181.18017578125,5136360000
2022-05-05,4146.8701171875,4270.43017578125,4106.009765625,4270.43017578125,5077030000
2022-05-06,4123.33984375,4157.68994140625,4067.909912109375,4128.169921875,5116940000
2022-05-09,3991.239990234375,4081.27001953125,3975.47998046875,4081.27001953125,5954520000
2022-05-10,4001.050048828125,4068.820068359375,3958.169921875,4035.179931640625,5885820000
2022-05-11,3935.179931640625,4049.090087890625,3928.820068359375,3990.080078125,5816140000
2022-05-12,3930.080078125,3964.800048828125,3858.8701171875,3903.949951171875,6286450000
2022-05-13,4023.889892578125,4038.8798828125,3963.89990234375,3963.89990234375,5183340000
2022-05-16,4008.010009765625,4046.4599609375,3983.989990234375,4013.02001953125,4415030000
2022-05-17,4088.85009765625,4090.719970703125,4033.929931640625,4052.0,4841410000
2022-05-18,3923.679931640625,4051.97998046875,3911.909912109375,4051.97998046875,5103220000
2022-05-19,3900.7900390625,3945.9599609375,3876.580078125,3899.0,5113550000
2022-05-20,3901.360107421875,3943.419921875,3810.320068359375,3927.760009765625,5130730000
2022-05-23,3973.75,3981.8798828125,3909.0400390625,3919.419921875,4420030000
2022-05-24,3941.47998046875,3955.679931640625,3875.1298828125,3942.93994140625,4923190000
2022-05-25,3978.72998046875,3999.330078125,3925.030029296875,3929.590087890625,4802560000
2022-05-26,4057.840087890625,4075.139892578125,3984.60009765625,3984.60009765625,4709970000
2022-05-27,4158.240234375,4158.490234375,4077.429931640625,4077.429931640625,4375620000
2022-05-31,4132.14990234375,4168.33984375,4104.8798828125,4151.08984375,6822640000
2022-06-01,4101.22998046875,4166.5400390625,4073.85009765625,4149.77978515625,4531800000
2022-06-02,4176.81982421875,4177.509765625,4074.3701171875,4095.409912109375,4405790000
2022-06-03,4108.5400390625,4142.669921875,4098.669921875,4137.56982421875,3711110000
2022-06-06,4121.43017578125,4168.77978515625,4109.18017578125,4134.72021484375,4332700000
2022-06-07,4160.68017578125,4164.85986328125,4080.18994140625,4096.47021484375,4248210000
2022-06-08,4115.77001953125,4160.14013671875,4107.2001953125,4147.1201171875,4159470000
2022-06-09,4017.820068359375,4119.10009765625,4017.169921875,4101.64990234375,4134170000
2022-06-10,3900.860107421875,3974.389892578125,3900.159912109375,3974.389892578125,4889640000
2022-06-13,3749.6298828125,3838.14990234375,3734.300048828125,3838.14990234375,5636890000
2022-06-14,3735.47998046875,3778.179931640625,3705.679931640625,3763.52001953125,5153890000
2022-06-15,3789.989990234375,3837.56005859375,3722.300048828125,3764.050048828125,5530480000
2022-06-16,3666.77001953125,3728.179931640625,3639.77001953125,3728.179931640625,5644930000
2022-06-17,3674.840087890625,3707.7099609375,3636.8701171875,3665.89990234375,8520740000
2022-06-21,3764.7900390625,3779.64990234375,3715.31005859375,3715.31005859375,5292260000
2022-06-22,3759.889892578125,3801.7900390625,3717.68994140625,3733.889892578125,5058990000
2022-06-23,3795.72998046875,3802.580078125,3743.52001953125,3774.7099609375,5098640000
2022-06-24,3911.739990234375,3913.64990234375,3821.75,3821.75,8120260000
2022-06-27,3900.110107421875,3927.719970703125,3889.659912109375,3920.760009765625,4325310000
2022-06-28,3821.550048828125,3945.860107421875,3820.139892578125,3913.0,4270120000
2022-06-29,3818.830078125,3836.5,3799.02001953125,3825.090087890625,4211240000
2022-06-30,3785.3798828125,3818.989990234375,3738.669921875,3785.989990234375,4840070000
