Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2022-01-03,4796.56005859375,4796.64013671875,4758.169921875,4778.14013671875,3831020000
2022-01-04,4793.5400390625,4818.6201171875,4774.27001953125,4804.509765625,4683170000
2022-01-05,4700.580078125,4797.7001953125,4699.43994140625,4787.990234375,4887960000
2022-01-06,4696.0498046875,4725.009765625,4671.259765625,4693.39013671875,4295280000
2022-01-07,4677.02978515625,4707.9501953125,4662.740234375,4697.66015625,4181510000
2022-01-10,4670.2900390625,4673.02001953125,4582.240234375,4655.33984375,4511810000
2022-01-11,4713.06982421875,4714.1298828125,4638.27001953125,4669.14013671875,4101590000
2022-01-12,4726.35009765625,4748.830078125,4706.7099609375,4728.58984375,4048220000
2022-01-13,4659.02978515625,4744.1298828125,4650.2900390625,4733.56005859375,4251730000
2022-01-14,4662.85009765625,4665.1298828125,4614.75,4637.990234375,4338490000
2022-01-18,4577.10986328125,4632.240234375,4568.7001953125,4632.240234375,4748700000
2022-01-19,4532.759765625,4611.5498046875,4530.2001953125,4588.02978515625,4465740000
2022-01-20,4482.72998046875,4602.10986328125,4477.9501953125,4547.35009765625,4640870000
2022-01-21,4397.93994140625,4494.52001953125,4395.33984375,4471.3798828125,5589100000
2022-01-24,4410.1298828125,4417.35009765625,4222.6201171875,4356.31982421875,6928110000
2022-01-25,4356.4501953125,4411.009765625,4287.10986328125,4366.64013671875,5145050000
2022-01-26,4349.93017578125,4453.22998046875,4304.7998046875,4408.43017578125,5570640000
2022-01-27,4326.509765625,4428.740234375,4309.5,4380.580078125,5214200000
2022-01-28,4431.85009765625,4432.72021484375,4292.4599609375,4336.18994140625,5031090000
2022-01-31,4515.5498046875,4516.89013671875,4414.02001953125,4431.7900390625,5098610000
2022-02-01,4546.5400390625,4550.490234375,4483.52978515625,4519.56982421875,4816830000
2022-02-02,4589.3798828125,4595.31005859375,4544.31982421875,4566.39013671875,4481580000
2022-02-03,4477.43994140625,4542.8798828125,4470.39013671875,4535.41015625,4401970000
2022-02-04,4500.52978515625,4539.66015625,4451.5,4482.7900390625,4706290000
2022-02-07,4483.8701171875,4521.85986328125,4471.47021484375,4505.75,4228480000
2022-02-08,4521.5400390625,4531.31982421875,4465.39990234375,4480.02001953125,4459620000
2022-02-09,4587.18017578125,4590.02978515625,4547.0,4547.0,4524350000
2022-02-10,4504.080078125,4588.919921875,4484.31005859375,4553.240234375,5314860000
2022-02-11,4418.64013671875,4526.330078125,4401.41015625,4506.27001953125,5251500000
2022-02-14,4401.669921875,4426.22021484375,4364.83984375,4412.60986328125,4600390000
2022-02-15,4471.06982421875,4472.77001953125,4429.27978515625,4429.27978515625,4430830000
2022-02-16,4475.009765625,4489.5498046875,4429.68017578125,4455.75,4283640000
2022-02-17,4380.259765625,4456.06005859375,4373.81005859375,4456.06005859375,4539420000
2022-02-18,4348.8701171875,4394.60009765625,4327.22021484375,4384.56982421875,4708060000
2022-02-22,4304.759765625,4362.1201171875,4267.10986328125,4332.740234375,5121900000
2022-02-23,4225.5,4341.509765625,4221.509765625,4324.93017578125,4797430000
2022-02-24,4288.7001953125,4294.72998046875,4114.64990234375,4155.77001953125,6752130000
2022-02-25,4384.64990234375,4385.33984375,4286.830078125,4298.3798828125,5177060000
2022-02-28,4373.93994140625,4388.83984375,4315.1201171875,4354.169921875,6071370000
2022-03-01,4306.259765625,4378.4501953125,4279.5400390625,4363.14013671875,5846230000
2022-03-02,4386.5400390625,4401.47998046875,4322.56005859375,4322.56005859375,5337870000
2022-03-03,4363.490234375,4416.77978515625,4345.56005859375,4401.31005859375,5039890000
2022-03-04,4328.8701171875,4342.1201171875,4284.97998046875,4342.1201171875,5797380000
2022-03-07,4201.08984375,4327.009765625,4199.85009765625,4327.009765625,6940470000
2022-03-08,4170.7001953125,4276.93994140625,4157.8701171875,4202.66015625,7243120000
2022-03-09,4277.8798828125,4299.39990234375,4223.10009765625,4223.10009765625,5662670000
2022-03-10,4259.52001953125,4268.27978515625,4209.7998046875,4252.5498046875,4980830000
2022-03-11,4204.31005859375,4291.009765625,4200.490234375,4279.5,4938640000
2022-03-14,4173.10986328125,4247.56982421875,4161.72021484375,4202.75,5574920000
2022-03-15,4262.4501953125,4271.0498046875,4187.89990234375,4188.81982421875,5392470000
2022-03-16,4357.85986328125,4358.89990234375,4251.990234375,4288.14013671875,6309750000
2022-03-17,4411.669921875,4412.669921875,4335.64990234375,4345.10986328125,4985090000
2022-03-18,4463.1201171875,4465.39990234375,4390.56982421875,4407.33984375,8278430000
2022-03-21,4461.18017578125,4481.75,4424.2998046875,4462.39990234375,4869820000
2022-03-22,4511.60986328125,4522.0,4469.10009765625,4469.10009765625,4754840000
2022-03-23,4456.240234375,4501.06982421875,4455.81005859375,4493.10009765625,4550670000
2022-03-24,4520.16015625,4520.580078125,4465.169921875,4469.97998046875,4131390000
2022-03-25,4543.06005859375,4546.02978515625,4501.06982421875,4522.91015625,4305020000
2022-03-28,4575.52001953125,4575.64990234375,4517.68994140625,4541.08984375,4312260000
2022-03-29,4631.60009765625,4637.2998046875,4589.66015625,4602.85986328125,5085910000
2022-03-30,4602.4501953125,4627.77001953125,4581.31982421875,4624.2001953125,4385570000
2022-03-31,4530.41015625,4603.06982421875,4530.41015625,4599.02001953125,4823020000
