ticker,period_end,available_date,revenue,net_income,total_assets,equity,free_cash_flow,shares_outstanding
PSNL,2024-12-31,2025-02-04,16800000.0,-16425000,270268000.0,202957000.0,-9040000.0,72879438.0
PSNL,2025-03-31,2025-05-06,20605000.0,-15750000,273308000.0,207345000.0,-20472000.0,87463885.0
