ticker,period_end,available_date,net_income,total_assets,equity,operating_cf
FANG,2012-12-31,2013-03-01,-52074000,606701000,462068000.0,
FANG,2013-03-31,2013-05-09,5396000,648463000,468034000.0,
FANG,2013-06-30,2013-08-08,14471000,798639000,627609000.0,
FANG,2013-09-30,2013-11-05,14596000,1465896000,822938000.0,
FANG,2013-12-31,2014-02-19,20124000,1521614000,845541000.0,
FANG,2014-03-31,2014-05-09,23589000,1936897000,1082909000.0,
FANG,2014-06-30,2014-08-07,27753000,2047394000,1114901000.0,
FANG,2014-09-30,2014-11-06,43739000,2820555000,1651528000.0,
FANG,2014-12-31,2015-02-20,98674000,3095481000,1751011000.0,
FANG,2015-03-31,2015-05-07,5849000,3092481000,1883101000.0,
FANG,2015-06-30,2015-08-10,-212287000,3171458000,2010088000.0,
FANG,2015-09-30,2015-11-06,-156781000,2991554000,2056411000.0,
FANG,2015-12-31,2016-02-19,-187409000,2758412000,1875972000.0,
FANG,2016-03-31,2016-05-05,-32912000,2942959000,2107912000.0,
FANG,2016-06-30,2016-08-09,-155490000,2840355000,1959464000.0,
FANG,2016-09-30,2016-11-08,-2230000,3525680000,2514869000.0,
FANG,2016-12-31,2017-02-15,25598000,5349680000,3697462000.0,
FANG,2017-03-31,2017-05-04,136273000,6369700000,4651867000.0,
FANG,2017-06-30,2017-08-02,158405000,6783809000,4817624000.0,
FANG,2017-09-30,2017-11-07,73024000,7287568000,4898500000.0,
FANG,2017-12-31,2018-02-15,114559000,7770985000,5254860000.0,
FANG,2018-03-31,2018-05-10,162812000,8224888000,5417083000.0,
FANG,2018-06-30,2018-08-09,219146000,8954395000,5631449000.0,
FANG,2018-09-30,2018-11-07,157054000,9806573000,5933359000.0,
FANG,2018-12-31,2019-02-25,306660000,21595687000,13699287000.0,412000000.0
FANG,2019-03-31,2019-05-10,10000000,22268000000,13773000000.0,377000000.0
FANG,2019-06-30,2019-08-09,349000000,23171000000,14004000000.0,
FANG,2019-09-30,2019-11-06,368000000,23553000000,14050000000.0,
FANG,2019-12-31,2020-02-27,-487000000,23531000000,13249000000.0,882000000.0
FANG,2020-03-31,2020-05-08,-272000000,23386000000,12826000000.0,849000000.0
FANG,2020-06-30,2020-08-10,-2393000000,20337000000,10714000000.0,
FANG,2020-09-30,2020-11-05,-1113000000,18760000000,9552000000.0,
FANG,2020-12-31,2021-02-25,-739000000,17619000000,8794000000.0,403000000.0
FANG,2021-03-31,2021-05-07,220000000,21996000000,10673000000.0,624000000.0
FANG,2021-06-30,2021-08-05,311000000,22335000000,10926000000.0,
FANG,2021-09-30,2021-11-04,649000000,22639000000,11483000000.0,
FANG,2021-12-31,2022-02-24,1002000000,22898000000,12088000000.0,1167000000.0
FANG,2022-03-31,2022-05-05,779000000,23331000000,12743000000.0,1252000000.0
FANG,2022-06-30,2022-08-03,1416000000,23448000000,13316000000.0,
FANG,2022-09-30,2022-11-08,1184000000,23843000000,13843000000.0,
FANG,2022-12-31,2023-02-23,1007000000,26209000000,15009000000.0,1441000000.0
FANG,2023-03-31,2023-05-03,712000000,27589000000,15464000000.0,1425000000.0
FANG,2023-06-30,2023-08-03,556000000,27587000000,15554000000.0,
FANG,2023-09-30,2023-11-08,915000000,28049000000,16280000000.0,
FANG,2023-12-31,2024-02-22,960000000,29001000000,16625000000.0,1624000000.0
FANG,2024-03-31,2024-05-02,768000000,29690000000,16950000000.0,1334000000.0
FANG,2024-06-30,2024-08-07,837000000,35637000000,17448000000.0,
FANG,2024-09-30,2024-11-07,659000000,65747000000,37429000000.0,
FANG,2024-12-31,2025-02-26,1074000000,67292000000,37736000000.0,2341000000.0
FANG,2025-03-31,2025-05-07,1405000000,70066000000,38473000000.0,2355000000.0
FANG,2025-06-30,2025-08-06,699000000,71941000000,38881000000.0,
FANG,2025-09-30,2025-11-05,1018000000,76213000000,39088000000.0,
FANG,2025-12-31,2026-02-25,-1458000000,71059000000,36972000000.0,2343000000.0
