ticker,period_end,available_date,net_income,total_assets,equity,operating_cf
CPT,2010-09-30,2011-11-04,1650000.0,4606735000.0,1591807000.0,
CPT,2011-03-31,2012-04-27,7286000.0,4583293000.0,1668737000.0,54407000.0
CPT,2011-06-30,2012-08-03,-16597000.0,4559059000.0,1689116000.0,
CPT,2011-09-30,2011-11-04,11840000.0,4594574000.0,1709038000.0,
CPT,2011-12-31,2012-02-17,46850000.0,4622075000.0,1758717000.0,44037000.0
CPT,2012-03-31,2012-04-27,88758000.0,5004015000.0,2242916000.0,75779000.0
CPT,2012-06-30,2012-08-03,21763000.0,5112574000.0,2396453000.0,
CPT,2012-09-30,2012-11-02,30703000.0,5217960000.0,2462836000.0,
CPT,2012-12-31,2013-02-15,142166000.0,5385172000.0,2563099000.0,74272000.0
CPT,2013-03-31,2013-05-03,63476000.0,5382856000.0,2586701000.0,84870000.0
CPT,2013-06-30,2013-07-26,72172000.0,5486282000.0,2640264000.0,
CPT,2013-09-30,2013-11-01,70720000.0,5691211000.0,2613238000.0,
CPT,2013-12-31,2014-02-21,129996000.0,5632141000.0,2691536000.0,94687000.0
CPT,2014-03-31,2014-05-07,40036000.0,5679849000.0,2670677000.0,94019000.0
CPT,2014-06-30,2014-08-01,35272000.0,5790088000.0,2646681000.0,
CPT,2014-09-30,2014-10-31,38283000.0,5911976000.0,2683611000.0,
CPT,2014-12-31,2015-02-20,178498000.0,6056907000.0,2815602000.0,91522000.0
CPT,2015-03-31,2015-05-01,115599000.0,6077059000.0,2863000000.0,76536000.0
CPT,2015-06-30,2015-07-31,36079000.0,6000768000.0,2842382000.0,
CPT,2015-09-30,2015-10-30,37044000.0,6033888000.0,2819780000.0,
CPT,2015-12-31,2016-02-19,60593000.0,6037612000.0,2816557000.0,105585000.0
CPT,2016-03-31,2016-04-29,41730000.0,6040455000.0,2788159000.0,96510000.0
CPT,2016-06-30,2016-07-29,446302000.0,6199474000.0,3194449000.0,
CPT,2016-09-30,2016-10-28,290898000.0,6088279000.0,3040047000.0,
CPT,2016-12-31,2017-02-13,40893000.0,6028152000.0,3014873000.0,85552000.0
CPT,2017-03-31,2017-05-05,34861000.0,5935346000.0,2991321000.0,72985000.0
CPT,2017-06-30,2017-07-28,39188000.0,5798600000.0,2961148000.0,
CPT,2017-09-30,2017-10-27,34384000.0,6168895000.0,3386907000.0,
CPT,2017-12-31,2018-02-16,87989000.0,6173748000.0,3405363000.0,100785000.0
CPT,2018-03-31,2018-05-04,39395000.0,6128375000.0,3383378000.0,87154000.0
CPT,2018-06-30,2018-08-03,38671000.0,6131906000.0,3349898000.0,
CPT,2018-09-30,2018-10-26,38866000.0,6198500000.0,3340002000.0,
CPT,2018-12-31,2019-02-15,39196000.0,6219586000.0,3311423000.0,127797000.0
CPT,2019-03-31,2019-05-03,38613000.0,6285394000.0,3652828000.0,92651000.0
CPT,2019-06-30,2019-07-26,42399000.0,6621602000.0,3615623000.0,
CPT,2019-09-30,2019-11-01,43597000.0,6648646000.0,3584878000.0,
CPT,2019-12-31,2020-02-20,95014000.0,6748504000.0,3628685000.0,147162000.0
CPT,2020-03-31,2020-05-08,43284000.0,6715570000.0,3598553000.0,110584000.0
CPT,2020-06-30,2020-07-31,16477000.0,7321700000.0,3538212000.0,
CPT,2020-09-30,2020-10-30,34957000.0,7324723000.0,3494063000.0,
CPT,2020-12-31,2021-02-18,29193000.0,7198952000.0,3444905000.0,106035000.0
CPT,2021-03-31,2021-04-30,31347000.0,7104033000.0,3405977000.0,88456000.0
CPT,2021-06-30,2021-07-30,30179000.0,7457117000.0,3718241000.0,
CPT,2021-09-30,2021-10-29,29483000.0,7685567000.0,3888685000.0,
CPT,2021-12-31,2022-02-17,212898000.0,7976784000.0,4197490000.0,141445000.0
CPT,2022-03-31,2022-04-29,80745000.0,8462710000.0,4216429000.0,122287000.0
CPT,2022-06-30,2022-07-29,497315000.0,9486016000.0,5107107000.0,
CPT,2022-09-30,2022-10-28,29844000.0,9414125000.0,5037993000.0,
CPT,2022-12-31,2023-02-23,45709000.0,9327935000.0,4986620000.0,168182000.0
CPT,2023-03-31,2023-04-28,41917000.0,9295169000.0,4933290000.0,139711000.0
CPT,2023-06-30,2023-08-04,91099000.0,9260403000.0,4921034000.0,
CPT,2023-09-30,2023-10-27,47963000.0,9214464000.0,4864265000.0,
CPT,2023-12-31,2024-02-22,222330000.0,9383737000.0,4980757000.0,191980000.0
CPT,2024-03-31,2024-05-03,83889000.0,9103604000.0,4922387000.0,135890000.0
CPT,2024-06-30,2024-08-02,42917000.0,9079574000.0,4855440000.0,
CPT,2024-09-30,2024-11-01,-4204000.0,8947181000.0,4742562000.0,
CPT,2024-12-31,2025-02-20,40691000.0,8852144000.0,4675198000.0,152358000.0
CPT,2025-03-31,2025-05-02,38822000.0,8993132000.0,4614956000.0,148216000.0
CPT,2025-06-30,2025-08-01,80670000.0,9119573000.0,4587485000.0,
CPT,2025-09-30,2025-11-07,108934000.0,9055166000.0,4536293000.0,
CPT,2025-12-31,2026-02-12,156036000.0,9042989000.0,4362523000.0,196815000.0
