ticker,period_end,available_date,net_income,total_assets,equity,operating_cf
COP,2009-03-31,2010-05-04,800000000,142865000000.0,55165000000.0,1885000000.0
COP,2009-06-30,2009-08-04,1298000000,150073000000.0,58929000000.0,
COP,2009-09-30,2009-11-03,1503000000,152427000000.0,61510000000.0,
COP,2009-12-31,2010-02-25,1217000000,152588000000.0,62467000000.0,5094000000.0
COP,2010-03-31,2010-05-04,2098000000,154810000000.0,62837000000.0,3040000000.0
COP,2010-06-30,2010-08-05,4164000000,151456000000.0,65371000000.0,
COP,2010-09-30,2010-11-02,3055000000,155333000000.0,69361000000.0,
COP,2011-03-31,2011-05-03,3028000000,159643000000.0,69972000000.0,1947000000.0
COP,2011-06-30,2011-08-02,3402000000,160068000000.0,70059000000.0,
COP,2011-09-30,2011-11-01,2616000000,154689000000.0,65806000000.0,
COP,2012-03-31,2012-04-30,2937000000,162881000000.0,66534000000.0,4182000000.0
COP,2012-06-30,2012-07-31,2267000000,114008000000.0,45971000000.0,
COP,2012-09-30,2012-10-30,1798000000,115369000000.0,47406000000.0,
COP,2012-12-31,2013-02-19,1426000000,117144000000.0,47987000000.0,3870000000.0
COP,2013-03-31,2013-04-30,2139000000,117780000000.0,48803000000.0,4730000000.0
COP,2013-06-30,2013-08-02,2050000000,116947000000.0,48508000000.0,
COP,2013-09-30,2013-11-05,2480000000,119760000000.0,51113000000.0,
COP,2013-12-31,2014-02-25,2487000000,118057000000.0,52090000000.0,3911000000.0
COP,2014-03-31,2014-05-06,2123000000,120025000000.0,53222000000.0,6336000000.0
COP,2014-06-30,2014-08-05,2081000000,121648000000.0,55315000000.0,
COP,2014-09-30,2014-11-04,2704000000,118986000000.0,55274000000.0,
COP,2014-12-31,2015-02-24,-39000000,116539000000.0,51911000000.0,2597000000.0
COP,2015-03-31,2015-05-05,272000000,110042000000.0,48652000000.0,1870000000.0
COP,2015-06-30,2015-08-04,-179000000,112003000000.0,48620000000.0,
COP,2015-09-30,2015-11-03,-1071000000,105949000000.0,44210000000.0,
COP,2015-12-31,2016-02-23,-3450000000,97484000000.0,39762000000.0,1596000000.0
COP,2016-03-31,2016-05-03,-1469000000,99834000000.0,39089000000.0,421000000.0
COP,2016-06-30,2016-08-02,-1071000000,96054000000.0,37544000000.0,
COP,2016-09-30,2016-11-01,-1040000000,94284000000.0,36170000000.0,
COP,2016-12-31,2017-02-21,-35000000,89772000000.0,34974000000.0,1443000000.0
COP,2017-03-31,2017-05-04,586000000,87973000000.0,35353000000.0,1790000000.0
COP,2017-06-30,2017-08-01,-3440000000,78004000000.0,30286000000.0,
COP,2017-09-30,2017-10-31,420000000,74861000000.0,30500000000.0,
COP,2017-12-31,2018-02-20,1579000000,73362000000.0,30607000000.0,2481000000.0
COP,2018-03-31,2018-05-01,888000000,70727000000.0,30546000000.0,2399000000.0
COP,2018-06-30,2018-08-01,1640000000,68936000000.0,31042000000.0,
COP,2018-09-30,2018-10-30,1861000000,70556000000.0,31950000000.0,
COP,2018-12-31,2019-02-19,1868000000,69980000000.0,31939000000.0,3783000000.0
COP,2019-03-31,2019-05-02,1833000000,71498000000.0,32859000000.0,2894000000.0
COP,2019-06-30,2019-08-01,1580000000,71261000000.0,32976000000.0,
COP,2019-09-30,2019-10-31,3056000000,70340000000.0,35146000000.0,
COP,2019-12-31,2020-02-18,720000000,70514000000.0,34981000000.0,2982000000.0
COP,2020-03-31,2020-05-05,-1739000000,65033000000.0,31315000000.0,2105000000.0
COP,2020-06-30,2020-08-04,260000000,63046000000.0,31493000000.0,
COP,2020-09-30,2020-11-03,-450000000,63157000000.0,30783000000.0,
COP,2020-12-31,2021-02-16,-772000000,62618000000.0,29849000000.0,1672000000.0
COP,2021-03-31,2021-05-06,982000000,83693000000.0,43155000000.0,2080000000.0
COP,2021-06-30,2021-08-05,2091000000,85403000000.0,44276000000.0,
COP,2021-09-30,2021-11-04,2379000000,87304000000.0,44115000000.0,
COP,2021-12-31,2022-02-17,2627000000,90661000000.0,45406000000.0,5868000000.0
COP,2022-03-31,2022-05-05,5759000000,93308000000.0,49218000000.0,5068000000.0
COP,2022-06-30,2022-08-04,5145000000,93693000000.0,50202000000.0,
COP,2022-09-30,2022-11-03,4527000000,94837000000.0,49079000000.0,
COP,2022-12-31,2023-02-16,3249000000,93829000000.0,48003000000.0,6592000000.0
COP,2023-03-31,2023-05-04,2920000000,91441000000.0,47783000000.0,5403000000.0
COP,2023-06-30,2023-08-03,2232000000,89605000000.0,47531000000.0,
COP,2023-09-30,2023-11-02,2798000000,93651000000.0,47745000000.0,
COP,2023-12-31,2024-02-15,3007000000,95924000000.0,49279000000.0,5263000000.0
COP,2024-03-31,2024-05-02,2551000000,95348000000.0,49325000000.0,4985000000.0
COP,2024-06-30,2024-08-01,2329000000,95994000000.0,49745000000.0,
COP,2024-09-30,2024-10-31,2059000000,96699000000.0,49881000000.0,
COP,2024-12-31,2025-02-18,2306000000,122780000000.0,64796000000.0,4457000000.0
COP,2025-03-31,2025-05-08,2849000000,124254000000.0,65238000000.0,6115000000.0
COP,2025-06-30,2025-08-07,1971000000,122599000000.0,65572000000.0,
COP,2025-09-30,2025-11-06,1726000000,122472000000.0,64923000000.0,
COP,2025-12-31,2026-02-17,1442000000,121939000000.0,64487000000.0,4318000000.0
