ticker,period_end,available_date,net_income,total_assets,operating_cf,capex,free_cash_flow
PG,2009-03-31,2010-04-30,2613000000.0,143992000000.0,,,
PG,2009-09-30,2009-10-29,3307000000.0,138381000000.0,4555000000.0,552000000.0,4003000000.0
PG,2009-12-31,2010-01-28,4659000000.0,135293000000.0,,,
PG,2010-03-31,2010-04-30,2585000000.0,132986000000.0,,,
PG,2010-06-30,2010-08-13,2185000000.0,128172000000.0,3313000000.0,1087000000.0,2226000000.0
PG,2010-09-30,2010-10-28,3081000000.0,133692000000.0,2452000000.0,519000000.0,1933000000.0
PG,2010-12-31,2011-01-28,3333000000.0,134273000000.0,,,
PG,2011-03-31,2011-04-29,2873000000.0,136538000000.0,,,
PG,2011-06-30,2011-08-10,2510000000.0,138354000000.0,3846000000.0,1240000000.0,2606000000.0
PG,2011-09-30,2011-10-27,3024000000.0,136617000000.0,2167000000.0,833000000.0,1334000000.0
PG,2011-12-31,2012-01-27,1690000000.0,134311000000.0,,,
PG,2012-03-31,2012-04-27,2411000000.0,134605000000.0,,,
PG,2012-06-30,2012-08-08,3631000000.0,132244000000.0,3973000000.0,1301000000.0,2672000000.0
PG,2012-09-30,2012-10-25,2814000000.0,135888000000.0,2770000000.0,805000000.0,1965000000.0
PG,2012-12-31,2013-01-25,4057000000.0,139903000000.0,,,
PG,2013-03-31,2013-04-24,2566000000.0,139131000000.0,,,
PG,2013-06-30,2013-08-08,1875000000.0,139263000000.0,4392000000.0,1582000000.0,2810000000.0
PG,2013-09-30,2013-10-25,3027000000.0,141125000000.0,2044000000.0,725000000.0,1319000000.0
PG,2013-12-31,2014-01-24,3428000000.0,142927000000.0,,,
PG,2014-03-31,2014-04-23,2609000000.0,143197000000.0,,,
PG,2014-06-30,2014-08-08,2579000000.0,144266000000.0,4506000000.0,1241000000.0,3265000000.0
PG,2014-09-30,2014-10-24,1990000000.0,138183000000.0,3633000000.0,810000000.0,2823000000.0
PG,2014-12-31,2015-01-27,2372000000.0,136263000000.0,,,
PG,2015-03-31,2015-04-23,2153000000.0,130937000000.0,,,
PG,2015-06-30,2015-08-07,521000000.0,129495000000.0,3988000000.0,1274000000.0,2714000000.0
PG,2015-09-30,2015-10-23,2601000000.0,129265000000.0,3538000000.0,532000000.0,3006000000.0
PG,2015-12-31,2016-01-26,3206000000.0,129143000000.0,,,
PG,2016-03-31,2016-04-26,2750000000.0,127508000000.0,,,
PG,2016-06-30,2016-08-09,1951000000.0,127136000000.0,4139000000.0,1291000000.0,2848000000.0
PG,2016-09-30,2016-10-25,2714000000.0,129043000000.0,3025000000.0,684000000.0,2341000000.0
PG,2016-12-31,2017-01-20,7875000000.0,117033000000.0,,,
PG,2017-03-31,2017-04-26,2522000000.0,118091000000.0,,,
PG,2017-06-30,2017-08-07,2215000000.0,120406000000.0,3688000000.0,1154000000.0,2534000000.0
PG,2017-09-30,2017-10-20,2853000000.0,122851000000.0,3631000000.0,1132000000.0,2499000000.0
PG,2017-12-31,2018-01-23,2495000000.0,126644000000.0,,,
PG,2018-03-31,2018-04-19,2511000000.0,124369000000.0,,,
PG,2018-06-30,2018-08-07,1891000000.0,118310000000.0,4199000000.0,907000000.0,3292000000.0
PG,2018-09-30,2018-10-19,3199000000.0,118440000000.0,3567000000.0,1080000000.0,2487000000.0
PG,2019-03-31,2019-04-23,2745000000.0,121673000000.0,,,
PG,2019-06-30,2019-08-06,-5241000000.0,115095000000.0,4151000000.0,814000000.0,3337000000.0
PG,2019-12-31,2021-01-20,3717000000.0,111723000000.0,,,
PG,2020-03-31,2021-04-20,2917000000.0,118560000000.0,,,
PG,2020-06-30,2020-08-06,2800000000.0,120700000000.0,4806000000.0,658000000.0,4148000000.0
PG,2020-09-30,2021-10-19,4277000000.0,119899000000.0,4739000000.0,850000000.0,3889000000.0
PG,2020-12-31,2021-01-20,3854000000.0,120112000000.0,,,
PG,2021-03-31,2021-04-20,3269000000.0,116778000000.0,,,
PG,2021-06-30,2021-08-06,2906000000.0,119307000000.0,4121000000.0,714000000.0,3407000000.0
PG,2021-09-30,2021-10-19,4112000000.0,119669000000.0,4643000000.0,1091000000.0,3552000000.0
PG,2021-12-31,2022-01-19,4223000000.0,121416000000.0,,,
PG,2022-03-31,2022-04-20,3355000000.0,120217000000.0,,,
PG,2022-06-30,2022-08-05,3052000000.0,117208000000.0,3713000000.0,692000000.0,3021000000.0
PG,2022-09-30,2022-10-19,3939000000.0,116282000000.0,4070000000.0,890000000.0,3180000000.0
PG,2022-12-31,2023-01-19,3933000000.0,117715000000.0,,,
PG,2023-03-31,2023-04-21,3397000000.0,119851000000.0,,,
PG,2023-06-30,2023-08-04,3384000000.0,120829000000.0,5341000000.0,734000000.0,4607000000.0
PG,2023-09-30,2023-10-18,4521000000.0,122531000000.0,4904000000.0,925000000.0,3979000000.0
PG,2023-12-31,2024-01-23,3468000000.0,120709000000.0,,,
PG,2024-03-31,2024-04-19,3754000000.0,119598000000.0,,,
PG,2024-06-30,2024-08-05,3137000000.0,122370000000.0,5754000000.0,783000000.0,4971000000.0
PG,2024-09-30,2024-10-18,3959000000.0,126482000000.0,4302000000.0,993000000.0,3309000000.0
PG,2024-12-31,2025-01-22,4630000000.0,122639000000.0,,,
PG,2025-03-31,2025-04-24,3769000000.0,122984000000.0,,,
PG,2025-06-30,2025-08-04,3615000000.0,125231000000.0,4985000000.0,996000000.0,3989000000.0
