Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2016-10-03,2161.199951171875,2164.409912109375,2154.77001953125,2164.330078125,3113850000
2016-10-04,2150.489990234375,2165.4599609375,2144.010009765625,2163.3701171875,3716100000
2016-10-05,2159.72998046875,2163.949951171875,2155.14990234375,2155.14990234375,3883710000
2016-10-06,2160.77001953125,2162.929931640625,2150.280029296875,2158.219970703125,3438040000
2016-10-07,2153.739990234375,2165.860107421875,2144.85009765625,2164.18994140625,3578770000
2016-10-10,2163.659912109375,2169.60009765625,2160.389892578125,2160.389892578125,2881970000
2016-10-11,2136.72998046875,2161.56005859375,2128.840087890625,2161.35009765625,3393060000
2016-10-12,2139.179931640625,2145.360107421875,2132.77001953125,2137.669921875,2959510000
2016-10-13,2132.550048828125,2138.18994140625,2114.719970703125,2130.260009765625,3538030000
2016-10-14,2132.97998046875,2149.18994140625,2132.97998046875,2139.679931640625,3187910000
2016-10-17,2126.5,2135.610107421875,2124.429931640625,2132.949951171875,2832440000
2016-10-18,2139.60009765625,2144.3798828125,2135.489990234375,2138.31005859375,3172940000
2016-10-19,2144.2900390625,2148.43994140625,2138.14990234375,2140.81005859375,3364990000
2016-10-20,2141.340087890625,2147.179931640625,2133.43994140625,2142.510009765625,3339320000
2016-10-21,2141.159912109375,2142.6298828125,2130.090087890625,2139.429931640625,3456390000
2016-10-24,2151.330078125,2154.7900390625,2146.909912109375,2148.5,3359950000
2016-10-25,2143.159912109375,2151.43994140625,2141.929931640625,2149.719970703125,3756200000
2016-10-26,2139.429931640625,2145.72998046875,2131.590087890625,2136.969970703125,3778120000
2016-10-27,2133.0400390625,2147.1298828125,2132.52001953125,2144.06005859375,4209400000
2016-10-28,2126.409912109375,2140.719970703125,2119.360107421875,2132.22998046875,4028270000
2016-10-31,2126.14990234375,2133.25,2125.530029296875,2129.780029296875,3926560000
2016-11-01,2111.719970703125,2131.449951171875,2097.85009765625,2128.679931640625,4539190000
2016-11-02,2097.93994140625,2111.760009765625,2094.0,2109.429931640625,4289120000
2016-11-03,2088.659912109375,2102.56005859375,2085.22998046875,2098.800048828125,3892100000
2016-11-04,2085.179931640625,2099.070068359375,2083.7900390625,2083.7900390625,3841910000
2016-11-07,2131.52001953125,2132.0,2100.590087890625,2100.590087890625,3739720000
2016-11-08,2139.56005859375,2146.8701171875,2123.56005859375,2129.919921875,3921850000
2016-11-09,2163.260009765625,2170.10009765625,2125.35009765625,2131.56005859375,6267590000
2016-11-10,2167.47998046875,2182.300048828125,2151.169921875,2167.489990234375,6458450000
2016-11-11,2164.449951171875,2165.919921875,2152.489990234375,2162.7099609375,4993990000
2016-11-14,2164.199951171875,2171.360107421875,2156.080078125,2165.639892578125,5373670000
2016-11-15,2180.389892578125,2180.840087890625,2166.3798828125,2168.2900390625,4548110000
2016-11-16,2176.93994140625,2179.219970703125,2172.199951171875,2177.530029296875,3847900000
2016-11-17,2187.1201171875,2188.06005859375,2176.64990234375,2178.610107421875,3811730000
2016-11-18,2181.89990234375,2189.889892578125,2180.3798828125,2186.85009765625,3580900000
2016-11-21,2198.179931640625,2198.699951171875,2186.429931640625,2186.429931640625,3611500000
2016-11-22,2202.93994140625,2204.800048828125,2194.510009765625,2201.56005859375,3960520000
2016-11-23,2204.719970703125,2204.719970703125,2194.510009765625,2198.550048828125,3419850000
2016-11-25,2213.35009765625,2213.35009765625,2206.27001953125,2206.27001953125,1584590000
2016-11-28,2201.719970703125,2211.139892578125,2200.360107421875,2210.2099609375,3515100000
2016-11-29,2204.659912109375,2210.4599609375,2198.14990234375,2200.760009765625,3709190000
2016-11-30,2198.81005859375,2214.10009765625,2198.81005859375,2204.969970703125,5538400000
2016-12-01,2191.080078125,2202.60009765625,2187.43994140625,2200.169921875,5067470000
2016-12-02,2191.949951171875,2197.949951171875,2188.3701171875,2191.1201171875,3782370000
2016-12-05,2204.7099609375,2209.419921875,2199.969970703125,2200.64990234375,3898530000
2016-12-06,2212.22998046875,2212.780029296875,2202.2099609375,2207.260009765625,3857290000
2016-12-07,2241.35009765625,2241.6298828125,2208.929931640625,2210.719970703125,4504070000
2016-12-08,2246.18994140625,2251.68994140625,2237.570068359375,2241.1298828125,4203270000
2016-12-09,2259.530029296875,2259.800048828125,2249.22998046875,2249.72998046875,3886460000
2016-12-12,2256.9599609375,2264.030029296875,2252.3701171875,2258.830078125,4038850000
2016-12-13,2271.719970703125,2277.530029296875,2263.320068359375,2263.320068359375,3875630000
2016-12-14,2253.280029296875,2276.199951171875,2248.43994140625,2268.35009765625,4409670000
2016-12-15,2262.030029296875,2272.1201171875,2253.77001953125,2253.77001953125,4173360000
2016-12-16,2258.070068359375,2268.050048828125,2254.239990234375,2266.81005859375,5928980000
2016-12-19,2262.530029296875,2267.469970703125,2258.2099609375,2259.239990234375,3252840000
2016-12-20,2270.760009765625,2272.56005859375,2266.139892578125,2266.5,3306250000
2016-12-21,2265.179931640625,2271.22998046875,2265.14990234375,2270.5400390625,2854880000
2016-12-22,2260.9599609375,2263.179931640625,2256.080078125,2262.929931640625,2880670000
2016-12-23,2263.7900390625,2263.7900390625,2258.840087890625,2260.25,2021230000
2016-12-27,2268.8798828125,2273.820068359375,2266.14990234375,2266.22998046875,1989730000
2016-12-28,2249.919921875,2271.31005859375,2249.110107421875,2270.22998046875,2402750000
2016-12-29,2249.260009765625,2254.510009765625,2244.56005859375,2249.5,2338700000
2016-12-30,2238.830078125,2253.580078125,2233.6201171875,2251.610107421875,2671550000
