Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2016-07-01,2102.949951171875,2108.7099609375,2097.89990234375,2099.340087890625,3458890000
2016-07-05,2088.550048828125,2095.050048828125,2080.860107421875,2095.050048828125,3658380000
2016-07-06,2099.72998046875,2100.719970703125,2074.02001953125,2084.429931640625,3909380000
2016-07-07,2097.89990234375,2109.080078125,2089.389892578125,2100.419921875,3604550000
2016-07-08,2129.89990234375,2131.7099609375,2106.969970703125,2106.969970703125,3607500000
2016-07-11,2137.159912109375,2143.159912109375,2131.719970703125,2131.719970703125,3253340000
2016-07-12,2152.139892578125,2155.39990234375,2139.5,2139.5,4097820000
2016-07-13,2152.429931640625,2156.449951171875,2146.2099609375,2153.81005859375,3502320000
2016-07-14,2163.75,2168.989990234375,2157.8798828125,2157.8798828125,3465610000
2016-07-15,2161.739990234375,2169.050048828125,2155.7900390625,2165.1298828125,3122600000
2016-07-18,2166.889892578125,2168.35009765625,2159.6298828125,2162.0400390625,3009310000
2016-07-19,2163.780029296875,2164.6298828125,2159.010009765625,2163.7900390625,2968340000
2016-07-20,2173.02001953125,2175.6298828125,2164.889892578125,2166.10009765625,3211860000
2016-07-21,2165.169921875,2174.56005859375,2159.75,2172.909912109375,3438900000
2016-07-22,2175.030029296875,2175.110107421875,2163.239990234375,2166.469970703125,3023280000
2016-07-25,2168.47998046875,2173.7099609375,2161.949951171875,2173.7099609375,3057240000
2016-07-26,2169.179931640625,2173.5400390625,2160.179931640625,2168.969970703125,3442350000
2016-07-27,2166.580078125,2174.97998046875,2159.070068359375,2169.81005859375,3995500000
2016-07-28,2170.06005859375,2172.85009765625,2159.739990234375,2166.050048828125,3664240000
2016-07-29,2173.60009765625,2177.090087890625,2163.489990234375,2168.830078125,4038840000
2016-08-01,2170.840087890625,2178.2900390625,2166.2099609375,2173.14990234375,3505990000
2016-08-02,2157.030029296875,2170.199951171875,2147.580078125,2169.93994140625,3848750000
2016-08-03,2163.7900390625,2163.7900390625,2152.56005859375,2156.81005859375,3786530000
2016-08-04,2164.25,2168.18994140625,2159.070068359375,2163.510009765625,3709200000
2016-08-05,2182.8701171875,2182.8701171875,2168.7900390625,2168.7900390625,3663070000
2016-08-08,2180.889892578125,2185.43994140625,2177.85009765625,2183.760009765625,3327550000
2016-08-09,2181.739990234375,2187.659912109375,2178.610107421875,2182.239990234375,3334300000
2016-08-10,2175.489990234375,2183.409912109375,2172.0,2182.81005859375,3254950000
2016-08-11,2185.7900390625,2188.449951171875,2177.969970703125,2177.969970703125,3423160000
2016-08-12,2184.050048828125,2186.280029296875,2179.419921875,2183.739990234375,3000660000
2016-08-15,2190.14990234375,2193.81005859375,2186.080078125,2186.080078125,3078530000
2016-08-16,2178.14990234375,2186.239990234375,2178.139892578125,2186.239990234375,3196400000
